name,description,careerPageName,type,state,workplaceType
Banco de Talentos - Dados/BI/Analytics,"Estamos em busca de talentos da área de Dados/BI/Analytics!Responsabilidades e atribuiçõesTodos os níveis de expertise são bem-vindes!Queremos construir uma porta de entrada para você aqui na Vivo! E para isso, queremos conhecer sua carreira e seus skills voltados à Dados/BI/Analytics. A ideia é que tanto a equipe de Atração de Talentos quanto os gestores das áreas de Dados tenham acesso ao seu currículo para que possamos te chamar logo pra fazer uma entrevista!Então capricha no seu cadastro! Conta pra gente no que você manda bem pra podermos oferecer uma oportunidade que tenha a sua cara!Requisitos e qualificaçõesConhecimento e/ou experiência na área de Dados/BI/Analytics;Facilidade de aprendizado;Foco em resultado;Sendo de urgência;Resiliência;Pró-atividade;Perfil mão-na-massa (você faz acontecer?).Informações adicionaisNa Vivo não medimos esforços em apoiar e valorizar nossos colaboradores! Não são apenas excelentes benefícios, mas também flexíveis. Veja o que ofereceremos* para você:Escolher o benefício ideal para você e seus dependentes, numa plataforma digital com diversas categorias de Academia, VR, VA, Auxilio Farmácia, Assistência Médica, Odontológica e Seguro de Vida;Celular corporativo. Sim, um smartphone novinho para você!Plano de voz e Dados ilimitado! Sim ilimitado! O 4,5G da Vivo é até 10 vezes mais rápido!Uma oferta exclusiva da Vivo, com desconto especial em linha fixa, banda larga, TV e apps;Terá direito a receber Bônus ou PPR anual;Planejará seu futuro através do plano de Previdência Privada;Tem filhos? Terá direito a um subsidio para ajudar nas despesas com escola, creche ou babá;Viver em um ambiente que respeitará sua personalidade, seu estilo de se vestir, seu jeito de ser e poderá ser autêntico. #VemdeVocêTer flexibilidade de horário;Aproveitar um dia de folga (Day off) para comemorar seu aniversário;Participar de um dos maiores programas de voluntariado corporativo para você transformar o mundo;Usufruir do nosso Programa de Desenvolvimento Educacional que oferece parcerias em instituições de ensino com desconto; certificações e cursos online;Potencializar sua carreira por meio do nosso Programa de Recrutamento Interno, no Brasil ou fora, afinal estamos presentes em mais de 17 países! #VivoMinhaCarreiraE tem muito mais! Mas, você tem que se candidatar para saber...*De acordo com a política de elegibilidade determinada pela empresa.#VEMPRAVIVO Todas as nossas vagas são elegíveis a pessoas com deficiência e/ou reabilitados. Temos uma cultura que valoriza a diversidade, as diferenças e o potencial das pessoas!",Vivo Digital,banco de talentos,São Paulo,presencial
Business Partner - Regionais,"Empresa do segmento de saúde.Responsabilidades e atribuições·&nbsp;Realizar e/ou acompanhar os líderes no feedback com os colaboradores;·&nbsp;Oferecer suporte ao processo de desligamento de colaboradores;·&nbsp;Realizar entrevista de desligamento;·&nbsp;Realizar mapeamento e diagnóstico para propor escutas e planos de ação;·&nbsp;Identificar e elaborar relatórios com indicadores da área de atuação;·&nbsp;Planejar, desenvolver e ministrar treinamentos comportamentais;·&nbsp;Acompanhar o colaborador e dar suporte à liderança, através de escutas e feedbacks de forma humanizada, presencialmente ou por telefone;·&nbsp;Realizar diagnósticos nas áreas de atuação com os respectivos planos de ação;·&nbsp;Dar suporte de consultoria para o RH local e para a liderança;· Realizar ações de desenvolvimento, indicadores estratégicos, desenvolvimento de processos de RH e de cultura, dentre outras atividades inerentes à função.Requisitos e qualificações·&nbsp;Graduação completa em Psicologia;·&nbsp;Desejável Pós-Graduação;·&nbsp;Conhecimento com análise de dados;·&nbsp;Necessário experiência na área de RH na função/generalista.Informações adicionais·&nbsp;Horário de trabalho: 44h/semanais.·&nbsp;Empresa do segmento de saúde.&nbsp;",Analista de Qualidade ,CLT,Distrito Federal,presencial
Cientista de Dados,"Maior empresa de distribuição de computadores nos Estados Unidos. Desenvolvemos, fabricamos, vendemos e prestamos assistência a uma série de computadores pessoais, servidores, data storages, softwares, periféricos, PDA´s e muito mais.Empregando mais de 78.700 pessoas no mundo inteiro. Estamos entre os maiores fabricantes de computadores do mundo, com 10,4 milhões de unidades vendidas.Os clientes acreditam na nossa oferta de soluções tecnológicas, que os ajuda a realizar e obter mais, não importando se eles estão em casa, no trabalho, na escola ou em qualquer lugar do mundo.Responsabilidades e atribuições&nbsp;FormaçãoMaster’s degree or equivalent relevant work experience. A degree in STEM (Science/Technology/Engineering/Math) is preferable&nbsp;Requisitos Técnicos Imprescindíveis• Client-facing experience or experience working as a consultant.• Demonstrated knowledge of leadership/teamwork, and stakeholder/customer management skills.• Strong and adaptable knowledge of programming languages and software engineering.• Solid knowledge of AI/ML algorithms and concepts, statistics, and research methods• Analytics capabilities and excellent analytical problem-solving techniques with the ability to deal with large volumes of data and data cleaning• Excellent written and verbal communication skills, including the ability to convey analytic insights effectively to customers' IT and business leaders• Understanding of business environment and industry trends• Experience with Hadoop/Spark, SQL (Hive and/or MPP databases), and data visualization tools (e.g., Power BI, Tableau, D3.js).• Experience on both on prem as well as cloud environments.• Experience working with agile methodologies.Requisitos e qualificaçõesFormaçãoMaster’s degree or equivalent relevant work experience. A degree in STEM (Science/Technology/Engineering/Math) is preferable&nbsp;Requisitos Técnicos Imprescindíveis• Client-facing experience or experience working as a consultant.• Demonstrated knowledge of leadership/teamwork, and stakeholder/customer management skills.• Strong and adaptable knowledge of programming languages and software engineering.• Solid knowledge of AI/ML algorithms and concepts, statistics, and research methods• Analytics capabilities and excellent analytical problem-solving techniques with the ability to deal with large volumes of data and data cleaning• Excellent written and verbal communication skills, including the ability to convey analytic insights effectively to customers' IT and business leaders• Understanding of business environment and industry trends• Experience with Hadoop/Spark, SQL (Hive and/or MPP databases), and data visualization tools (e.g., Power BI, Tableau, D3.js).• Experience on both on prem as well as cloud environments.• Experience working with agile methodologies.Informações adicionaisBenefícios Ewave p/ CLT·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;VA e/ou VR (32,00/dia)·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Plano de Saúde – Sulamérica·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Plano Odontológico·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Seguro de vida·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Crédito consignado·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Inglês in company/online (desconto simbólico em folha de R$7,00 mensais)·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Gympass·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Auxílio Creche (para SP)·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Ecx card (utilização em farmácias, supermercados, postos de combustível, etc.)",Ewave do Brasil,CLT,São Paulo,remoto
Cientista de Dados,"Vaga para nosso BANCO DE TALENTOSProcuramos Cientista de Dados, que apoiem o crescimento da empresa e proponham KPIs de sucesso e seu acompanhamento. Trabalhamos com grandes volumes de dados e transformamos em informação de performance minuto a minuto. A melhoria contínua do produto é o nosso principal objetivo, além de entender como podemos agregar cada vez mais ao mercado financeiro.Você deve ser capaz de trabalhar&nbsp;com grandes volumes de dados&nbsp;em real time e&nbsp;criar análises e visualizações estruturadas&nbsp;a partir deles (planilhas já não nos atendem mais).Somos inquietos, somos desbravadores e estamos em constante transformação.Por isso, estamos na busca constante de crescimentos do nosso time com profissionais inovadores, que desafiam os limites e estejam preparados para embarcar em uma cultura totalmente nômade.SOMOS NÔMADES, NOSSAS VAGAS SÃO PARA QUALQUER LUGAR!Seja qual for o seu gênero, orientação sexual, idade, raça, etnia, crença ou deficiência, todos são bem-vindos no nosso time.Responsabilidades e atribuiçõesFornecer relatórios e dashboards operacionais e financeiros para níveis executivos, clientes e gestão interna;Participar da construção de metas e KPIs da empresa;Estar apto a&nbsp;transformar&nbsp;a área de relatórios gerenciais, com implantação de novas ferramentas como ERP;Alta capacidade em análise e manipulação de base de dados de B.I.;Aplicar as técnicas em ciência de dados para a resolução de problemas complexos de negócio, sempre orientado aos resultados mais relevantes para a companhia;Buscar&nbsp;melhorias nos processos&nbsp;de Business Intelligence e Big Data da empresa, garantindo a aplicação de melhores práticas e atualizando os processos internos.Requisitos e qualificaçõesConhecimento em linguagem de programação Phyton, R ou Scala;Conhecimento em SQL e NoSQL;﻿Graduação em andamento/completa em Matemática, Estatística ou áreas correlatadas;Muita vontade para desbravar.Informações adicionaisOs desbravadores tem:Horário flexível, aqui você é responsável por se organizar;Cultura ágil, aqui todos os desbravadores utilizam metodologias ágeis no dia a dia;No dress code, seja 100% você;Vale transporte;Vale refeição ou alimentação FLEX;Gympass;Plano odontológico Bradesco;Plano de saúde Amil;Seguro de vida Metlife;Bem estar psicológico gratuito;Brivia Academy, treinamentos para aperfeiçoamento;Bônus salarial;Associação e descontos na&nbsp;ANAMID;E o melhor de todos: trabalhe de onde você quiser, somos nômades e estamos 100% em home office!",Brivia,banco de talentos,Santa Catarina,remoto
"Professor de Ciências | Londrina, Cambé e Ibiporã [Banco de Talentos 2025]","[Vaga para Banco de Talentos]🌟 Seja parte de uma nova era na educação pública! 🌟Na Tom Educação, acreditamos que a chave para transformar o futuro está em uma educação pública de qualidade. Nossa missão é desenvolver uma comunidade visceralmente comprometida para que todos os estudantes possam construir e alcançar seus sonhos.Como professor, você será parte essencial dessa missão, atuando diretamente com alunos do ensino básico para desenvolver habilidades de vida. Se você é apaixonado por ensinar e quer impactar vidas, essa vaga é para você!🚀 Venha fazer parte do Tom Educação e ajude a transformar vidas e o futuro da educação pública!Responsabilidades e atribuiçõesPlanejar e ministrar aulas que motivem e engajem os alunos.Adaptar o conteúdo para atender às diferentes necessidades das turmas.Avaliar o desempenho dos alunos por meio de provas, trabalhos e atividades.Acompanhar o progresso individual dos estudantes.Criar um ambiente de aprendizagem seguro e estimulante.Promover o desenvolvimento do pensamento crítico.Colaborar com a equipe pedagógica e gestão escolar para garantir a qualidade do ensino.Requisitos e qualificaçõesLicenciatura Plena em Ciências; OUBacharelado em Ciências Biológicas; OU﻿Licenciatura Plena em Ciências BiológicasConhecimento profundo do conteúdo a ser ministrado.Habilidade para adaptar métodos de ensino a diferentes perfis de alunos.Compromisso com o desenvolvimento educacional dos estudantes.Boa comunicação e capacidade de trabalho em equipe.Dedicação ao ensino em ambientes da rede pública.Diferenciais: Experiência prévia como professor titular no ensino fundamental ou médio.Informações adicionaisRemuneração + Benefícios (Flexível) - de acordo com a tabela de remuneração abaixo:A distribuição de horas-aula será feita de acordo com a Normativa Nº 12/2023, da SEED/PR.Perguntas Frequentes do Processo Seletivo1. Quem pode se inscrever no processo seletivo?Qualquer pessoa que atenda aos requisitos mínimos descritos na página da vaga na Gupy pode se inscrever. Verifique a seção ""Requisitos"" da vaga para a qual você está aplicando para garantir a sua compatibilidade com a vaga.2. Como faço para me inscrever?As inscrições são realizadas online. Basta acessar https://tomeducacao.gupy.io/, preencher o formulário e enviar os documentos solicitados. Após a inscrição, você receberá um e-mail de confirmação.3. Quais documentos são necessários para a inscrição?Os documentos exigidos podem variar de acordo com o cargo, mas geralmente giram em torno do currículo atualizado. Caso você receba uma oferta de contratação, outros documentos serão solicitados.4. Há uma taxa de inscrição?Não, a inscrição no processo seletivo é totalmente gratuita.5. Qual é o prazo final para inscrição?As inscrições estão abertas até o dia 31/10/2025. Inscreva-se o quanto antes para garantir a sua participação.6. Como será o processo de seleção?O processo seletivo é composto por várias etapas, incluindo:Análise curricular;Prova Específica;Aula-Teste;Entrevistas com o time de Pessoas&amp;Cultura da Tom Educação e com colaboradores da escola em que você irá trabalhar7. Quando os resultados serão divulgados?Os resultados das diferentes etapas do processo seletivo serão enviados por e-mail. Acompanhe o calendário na página da Gupy para as datas.8. Posso corrigir ou atualizar minha inscrição após enviá-la?Sim, você pode atualizar seus dados antes do prazo final de inscrição, acessando sua conta no site e fazendo as alterações necessárias diretamente no site www.tomeducacao.gupy.io.&nbsp;9. Como posso acompanhar o status da minha inscrição?Você pode acompanhar o status de sua inscrição e do processo seletivo na área ""Minha Inscrição"" no nosso site www.tomeducacao.gupy.io, onde estarão as atualizações sobre cada etapa.10. O que devo fazer se não receber o e-mail de confirmação da inscrição?Verifique sua caixa de spam ou lixo eletrônico. Caso o e-mail não esteja lá, entre em contato com a equipe de suporte pelo e-mail pessoas.cultura@tomeducacao.com.br ou pelo telefone 41 8492-100211. Há vagas para pessoas com deficiência (PCD)?Sim, o processo seletivo conta com vagas destinadas a pessoas com deficiência (PCD).&nbsp;12. Qual é a duração do processo seletivo?O processo seletivo pode variar em duração, mas normalmente leva entre 20 a 60 dias, desde o início das inscrições até a divulgação do resultado final. Confira o andamento em seu e-mail ou no nosso site www.tomeducacao.com.br.13. Onde posso encontrar mais informações sobre os cargos disponíveis?Todas as informações sobre as vagas, incluindo requisitos e responsabilidades, estão detalhadas na página do processo seletivo, disponível no nosso site www.tomeducacao.com.br.14. E se eu tiver mais dúvidas?Caso tenha outras perguntas, você pode entrar em contato com nossa equipe pelo e-mail pessoas.cultura@tomeducacao.com.br ou pelo telefone 41 8492-1002",Tom Educação,banco de talentos,Paraná,presencial
Banco de Talentos | Ciências Contábeis,"Você é estudante ou profissional da área contábil e está em busca de uma oportunidade para colocar seus conhecimentos em prática ou se desenvolver na carreira? Cadastre-se no nosso Banco de Talentos! 📝🙋‍♂️🙋‍♀️Estamos em busca de talentos para compor futuras vagas nos níveis de Estágio, Auxiliar, Assistente, Analista e posições de Liderança, voltadas às áreas Contábil, Fiscal, Tributária e afins. 🧾📚Ao se candidatar, seu perfil ficará disponível em nosso banco interno e poderá ser considerado sempre que surgirem oportunidades compatíveis com seu momento profissional.Aqui, valorizamos o desenvolvimento de carreira e acreditamos no seu potencial! 🚀Responsabilidades e atribuiçõesApoiar nas rotinas administrativas das áreas Fiscal, Contábil, Financeira e de Departamento Pessoal (de acordo com a área de atuação designada).&nbsp;Auxiliar no lançamento e organização de documentos fiscais, contábeis e financeiros;&nbsp;Contribuir no controle e arquivamento de documentos;&nbsp;Auxiliar na elaboração e conferência de relatórios e planilhas diversas;&nbsp;Participar de atividades de atendimento e orientação interna relacionadas aos setores de atuação;&nbsp;Manter atualizadas as informações nos sistemas e bases de dados;&nbsp;Contribuir para a melhoria contínua dos processos internos;&nbsp;Realizar outras atividades correlatas conforme necessidade e desenvolvimento profissional.&nbsp;Requisitos e qualificaçõesEnsino Superior cursando ou completo em Ciências Contábeis;&nbsp;Todas as suas experiências contam! Mantenha seu currículo atualizado com estágios, atividades formais ou informais e experiências profissionais que demonstrem seu potencial.&nbsp;Conhecimentos em informática: nível intermediário;&nbsp;Informações adicionaisSalários, benefícios e demais itens oferecidos podem variar conforme a vaga disponível.",Serhum Consultoria em RH,banco de talentos,Maranhão,presencial
Professor de Ciências | Ponta Grossa [Banco de Talentos 2025],"[Vaga para Banco de Talentos]🌟 Seja parte de uma nova era na educação pública! 🌟Na Tom Educação, acreditamos que a chave para transformar o futuro está em uma educação pública de qualidade. Nossa missão é desenvolver uma comunidade visceralmente comprometida para que todos os estudantes possam construir e alcançar seus sonhos.Como professor, você será parte essencial dessa missão, atuando diretamente com alunos do ensino básico para desenvolver habilidades de vida. Se você é apaixonado por ensinar e quer impactar vidas, essa vaga é para você!🚀 Venha fazer parte do Tom Educação e ajude a transformar vidas e o futuro da educação pública!Responsabilidades e atribuiçõesPlanejar e ministrar aulas que motivem e engajem os alunos.Adaptar o conteúdo para atender às diferentes necessidades das turmas.Avaliar o desempenho dos alunos por meio de provas, trabalhos e atividades.Acompanhar o progresso individual dos estudantes.Criar um ambiente de aprendizagem seguro e estimulante.Promover o desenvolvimento do pensamento crítico.Colaborar com a equipe pedagógica e gestão escolar para garantir a qualidade do ensino.Requisitos e qualificaçõesLicenciatura Plena em Ciências; OUBacharelado em Ciências Biológicas; OU﻿Licenciatura Plena em Ciências BiológicasConhecimento profundo do conteúdo a ser ministrado.Habilidade para adaptar métodos de ensino a diferentes perfis de alunos.Compromisso com o desenvolvimento educacional dos estudantes.Boa comunicação e capacidade de trabalho em equipe.Dedicação ao ensino em ambientes da rede pública.Diferenciais: Experiência prévia como professor titular no ensino fundamental ou médio.Informações adicionaisRemuneração + Benefícios (Flexível) - de acordo com a tabela de remuneração abaixo:A distribuição de horas-aula será feita de acordo com a Normativa Nº 12/2023, da SEED/PR.Perguntas Frequentes do Processo Seletivo1. Quem pode se inscrever no processo seletivo?Qualquer pessoa que atenda aos requisitos mínimos descritos na página da vaga na Gupy pode se inscrever. Verifique a seção ""Requisitos"" da vaga para a qual você está aplicando para garantir a sua compatibilidade com a vaga.2. Como faço para me inscrever?As inscrições são realizadas online. Basta acessar https://tomeducacao.gupy.io/, preencher o formulário e enviar os documentos solicitados. Após a inscrição, você receberá um e-mail de confirmação.3. Quais documentos são necessários para a inscrição?Os documentos exigidos podem variar de acordo com o cargo, mas geralmente giram em torno do currículo atualizado. Caso você receba uma oferta de contratação, outros documentos serão solicitados.4. Há uma taxa de inscrição?Não, a inscrição no processo seletivo é totalmente gratuita.5. Qual é o prazo final para inscrição?As inscrições estão abertas até o dia 31/10/2025. Inscreva-se o quanto antes para garantir a sua participação.6. Como será o processo de seleção?O processo seletivo é composto por várias etapas, incluindo:Análise curricular;Prova Específica;Aula-Teste;Entrevistas com o time de Pessoas&amp;Cultura da Tom Educação e com colaboradores da escola em que você irá trabalhar7. Quando os resultados serão divulgados?Os resultados das diferentes etapas do processo seletivo serão enviados por e-mail. Acompanhe o calendário na página da Gupy para as datas.8. Posso corrigir ou atualizar minha inscrição após enviá-la?Sim, você pode atualizar seus dados antes do prazo final de inscrição, acessando sua conta no site e fazendo as alterações necessárias diretamente no site www.tomeducacao.gupy.io.&nbsp;9. Como posso acompanhar o status da minha inscrição?Você pode acompanhar o status de sua inscrição e do processo seletivo na área ""Minha Inscrição"" no nosso site www.tomeducacao.gupy.io, onde estarão as atualizações sobre cada etapa.10. O que devo fazer se não receber o e-mail de confirmação da inscrição?Verifique sua caixa de spam ou lixo eletrônico. Caso o e-mail não esteja lá, entre em contato com a equipe de suporte pelo e-mail pessoas.cultura@tomeducacao.com.br ou pelo telefone 41 9262-8806.11. Há vagas para pessoas com deficiência (PCD)?Sim, o processo seletivo conta com vagas destinadas a pessoas com deficiência (PCD).&nbsp;12. Qual é a duração do processo seletivo?O processo seletivo pode variar em duração, mas normalmente leva entre 20 a 60 dias, desde o início das inscrições até a divulgação do resultado final. Confira o andamento em seu e-mail ou no nosso site www.tomeducacao.com.br.13. Onde posso encontrar mais informações sobre os cargos disponíveis?Todas as informações sobre as vagas, incluindo requisitos e responsabilidades, estão detalhadas na página do processo seletivo, disponível no nosso site www.tomeducacao.com.br.14. E se eu tiver mais dúvidas?Caso tenha outras perguntas, você pode entrar em contato com nossa equipe pelo e-mail pessoas.cultura@tomeducacao.com.br ou pelo telefone 41 9262-8806.",Tom Educação,banco de talentos,Paraná,presencial
Professor de Ciências | Foz do Iguaçu [Banco de Talentos 2025],"[Vaga para Banco de Talentos]🌟 Seja parte de uma nova era na educação pública! 🌟Na Tom Educação, acreditamos que a chave para transformar o futuro está em uma educação pública de qualidade. Nossa missão é desenvolver uma comunidade visceralmente comprometida para que todos os estudantes possam construir e alcançar seus sonhos.Como professor, você será parte essencial dessa missão, atuando diretamente com alunos do ensino básico para desenvolver habilidades de vida. Se você é apaixonado por ensinar e quer impactar vidas, essa vaga é para você!🚀 Venha fazer parte do Tom Educação e ajude a transformar vidas e o futuro da educação pública!Responsabilidades e atribuiçõesPlanejar e ministrar aulas que motivem e engajem os alunos.Adaptar o conteúdo para atender às diferentes necessidades das turmas.Avaliar o desempenho dos alunos por meio de provas, trabalhos e atividades.Acompanhar o progresso individual dos estudantes.Criar um ambiente de aprendizagem seguro e estimulante.Promover o desenvolvimento do pensamento crítico.Colaborar com a equipe pedagógica e gestão escolar para garantir a qualidade do ensino.Requisitos e qualificaçõesLicenciatura Plena em Ciências; OUBacharelado em Ciências Biológicas; OU﻿Licenciatura Plena em Ciências BiológicasConhecimento profundo do conteúdo a ser ministrado.Habilidade para adaptar métodos de ensino a diferentes perfis de alunos.Compromisso com o desenvolvimento educacional dos estudantes.Boa comunicação e capacidade de trabalho em equipe.Dedicação ao ensino em ambientes da rede pública.Diferenciais: Experiência prévia como professor titular no ensino fundamental ou médio.Informações adicionaisRemuneração + Benefícios (Flexível) - de acordo com a tabela de remuneração abaixo:A distribuição de horas-aula será feita de acordo com a Normativa Nº 12/2023, da SEED/PR.Perguntas Frequentes do Processo Seletivo1. Quem pode se inscrever no processo seletivo?Qualquer pessoa que atenda aos requisitos mínimos descritos na página da vaga na Gupy pode se inscrever. Verifique a seção ""Requisitos"" da vaga para a qual você está aplicando para garantir a sua compatibilidade com a vaga.2. Como faço para me inscrever?As inscrições são realizadas online. Basta acessar https://tomeducacao.gupy.io/, preencher o formulário e enviar os documentos solicitados. Após a inscrição, você receberá um e-mail de confirmação.3. Quais documentos são necessários para a inscrição?Os documentos exigidos podem variar de acordo com o cargo, mas geralmente giram em torno do currículo atualizado. Caso você receba uma oferta de contratação, outros documentos serão solicitados.4. Há uma taxa de inscrição?Não, a inscrição no processo seletivo é totalmente gratuita.5. Qual é o prazo final para inscrição?As inscrições estão abertas até o dia 31/01/2025. Inscreva-se o quanto antes para garantir a sua participação.6. Como será o processo de seleção?O processo seletivo é composto por várias etapas, incluindo:Análise curricular;Prova Específica;Aula-Teste;Entrevistas com o time de Pessoas&amp;Cultura da Tom Educação e com colaboradores da escola em que você irá trabalhar7. Quando os resultados serão divulgados?Os resultados das diferentes etapas do processo seletivo serão enviados por e-mail. Acompanhe o calendário na página da Gupy para as datas.8. Posso corrigir ou atualizar minha inscrição após enviá-la?Sim, você pode atualizar seus dados antes do prazo final de inscrição, acessando sua conta no site e fazendo as alterações necessárias diretamente no site www.tomeducacao.gupy.io.&nbsp;9. Como posso acompanhar o status da minha inscrição?Você pode acompanhar o status de sua inscrição e do processo seletivo na área ""Minha Inscrição"" no nosso site www.tomeducacao.gupy.io, onde estarão as atualizações sobre cada etapa.10. O que devo fazer se não receber o e-mail de confirmação da inscrição?Verifique sua caixa de spam ou lixo eletrônico. Caso o e-mail não esteja lá, entre em contato com a equipe de suporte pelo e-mail pessoas.cultura@tomeducacao.com.br ou pelo telefone 41 9262-8806.11. Há vagas para pessoas com deficiência (PCD)?Sim, o processo seletivo conta com vagas destinadas a pessoas com deficiência (PCD).&nbsp;12. Qual é a duração do processo seletivo?O processo seletivo pode variar em duração, mas normalmente leva entre 20 a 60 dias, desde o início das inscrições até a divulgação do resultado final. Confira o andamento em seu e-mail ou no nosso site www.tomeducacao.com.br.13. Onde posso encontrar mais informações sobre os cargos disponíveis?Todas as informações sobre as vagas, incluindo requisitos e responsabilidades, estão detalhadas na página do processo seletivo, disponível no nosso site www.tomeducacao.com.br.14. E se eu tiver mais dúvidas?Caso tenha outras perguntas, você pode entrar em contato com nossa equipe pelo e-mail pessoas.cultura@tomeducacao.com.br ou pelo telefone 41 9262-8806.",Tom Educação,banco de talentos,Paraná,presencial
Jovem Aprendiz - Ciências Contábeis/Econômicas ,"Desafie o mercado com a&nbsp;IHARA&nbsp;ao seu lado!Somos a&nbsp;IHARA&nbsp;porque assim escolhemos ser!&nbsp;Sonhamos grande. Acreditamos que a&nbsp;capacidade humana&nbsp;é ilimitada e nos desafiamos sempre.Responsabilidades e atribuiçõesVocê terá a oportunidade de evoluir sua carreira em umas das maiores empresas do segmento do agronegócio atuando como jovem aprendiz no time IHARA. Entregar resultados, de maneira dinâmica e assertiva. Na sua rotina, você iráAcompanhar processos administrativos e organização de documentos;Auxiliar nas atividades diárias e garantir o bom funcionamento dos processos internos;Suporte em projetos específicos, fornecendo assistência onde necessário, como pesquisa, coleta de dados ou preparação de materiais de apresentação.Venha adquirir vivência prática e experiência corporativa.No Programa de Aprendizagem, a carga horária é de 30 horas semanais (horário comercial), o que resulta em 6 horas diárias, sendo 4 dias de aprendizado prático na firma e 1 dia na instituição de ensino e aprendizagem.Requisitos e qualificaçõesTer entre 18 e 23 anos;Cursando Graduação em Ciências Contábeis ou Ciências Econômicas;Excel intermediário;Não ter trabalhado anteriormente como aprendiz administrativo.Informações adicionaisPrincipais benefícios:Bolsa Auxilio compatível com o mercado;Refeição na empresa;Seguro de Vida;Fretado.Todas as nossas oportunidades são elegíveis para profissionais com deficiência e/ou reabilitados.",IHARA - Agricultura é a nossa vida,CLT,São Paulo,presencial
Estagiário de Ciência de Dados,"Estagiário de Ciência de Dados para atuar junto ao time de Produto no desenvolvimento de Inteligência artificial.Responsabilidades e atribuiçõesFazer a manipulação de dados e análises estatísticas;Modelar dashboards;Realizar o desenvolvimento de modelos de previsão e predição utilizando machine learning;Realizar o desenvolvimento de relatórios em banco de dados relacional.Requisitos e qualificaçõesPacote OfficeLinguagens: Python e SQLConhecimento de AWSCursando: Engenharias, Ciência da Computação ou Estatística&nbsp;",SYOS,estágio,São Paulo,presencial
Banco de Talentos - Área de Dados,"Você trabalha ou quer trabalhar com&nbsp;engenharia de dados,&nbsp;ciência de dados&nbsp;ou&nbsp;desenvolvimento? Então este espaço é para você!Responsabilidades e atribuiçõesEsta é uma vaga de&nbsp;Banco de Talentos, o que significa que sua candidatura será considerada assim que uma oportunidade efetiva for aberta em nosso time. Ao surgir uma posição alinhada ao seu perfil, entraremos em contato com você.Requisitos e qualificaçõesSe você tem interesse em fazer parte de um time que valoriza inovação, colaboração e crescimento contínuo na área de dados, inscreva-se e fique no nosso radar!",Ingram Micro,banco de talentos,São Paulo,híbrido
Estágio em Bancos de Dados SQL - 100% PRESENCIAL em Piracicaba,"Venha fazer parte do nosso time!Se você deseja trabalhar em uma empresa pioneira em Inteligência Agronômica Artificial, líder no mercado agro, criadora incansável de soluções inovadoras e fazer parte de um time que revoluciona a agricultura, chegou o momento!Para acompanhar e fazer parte do crescimento da empresa, estamos à procura de um ESTÁGIO DESENVOLVEDOR ETL que tenha inovação, criatividade, organização e pro atividade em seu DNA.Confira o perfil abaixo e venha ser um SMARTBREEDER!📍Vaga Presencial em Piracicaba SPResponsabilidades e atribuições📌O que você vai fazer no seu dia a dia:✅&nbsp;Criar procedimentos, executar testes e validações utilizando SQL e ferramentas ETL para garantir a congruência dos dados integrados;✅ Estruturação de Banco de dados.Requisitos e qualificações⚠️Cursando superior em: áreas relacionadas a T.I. 📌Seria legal se você tivesse conhecimento em:✅&nbsp;Lógica de programação;✅&nbsp;Linguagem SQL;✅&nbsp;Banco de dados SQL Server;✅&nbsp;Python.Informações adicionais📌 O que oferecemos?✅ Auxílio mobilidade no cartão Caju;✅ Voucher Aniversário;✅ Lanche da tarde;✅ Wellhub/Gympass;✅ Seguro de vida;✅ Programas de capacitação;✅ Parceiras com instituição de ensino, hamburguerias, restaurantes, óticas e farmácias.✉️&nbsp;Cadastre seu currículo, caso você tenha perfil para vaga entraremos em contato com você em breve!",SMARTBREEDER - trabalhe conosco,estágio,São Paulo,presencial
